450,0.424,0.436,0.433,0.437,0.424,0.46,0.442,0.454,0.434,0.42,0.422,0.431,0.457,0.448,0.445,0.463,0.457,0.455,0.447,0.409,0.434,0.39,0.379,0.395,0.348,0.339,0.348,0.248,0.24,0.253,0.229,0.226,0.22,0.217,0.222,0.228,2614,2702,2751,4151,4168,4305,9551,10295,9372,13851,14789,15637,19059,19777,20982,23773,23821,23554,25887,25434,25814,33934,35866,36390,35769,33436,33424,24824,24341,25793,24133,24328,22995,23602,24310,24418
465,0.425,0.438,0.434,0.438,0.424,0.461,0.444,0.455,0.435,0.421,0.424,0.432,0.456,0.449,0.446,0.463,0.457,0.455,0.448,0.409,0.435,0.389,0.38,0.398,0.358,0.355,0.363,0.257,0.252,0.265,0.236,0.229,0.225,0.219,0.224,0.23,2622,2714,2763,4187,4191,4346,9621,10395,9467,13977,14925,15822,19271,19969,21165,24052,24050,23802,26197,25695,26016,34117,35966,36458,37819,36135,35791,26232,26038,27383,25027,24829,23838,24192,24961,24955
480,0.426,0.44,0.436,0.44,0.425,0.464,0.447,0.456,0.436,0.422,0.426,0.434,0.456,0.45,0.447,0.464,0.457,0.456,0.45,0.409,0.435,0.389,0.382,0.402,0.362,0.362,0.372,0.271,0.27,0.28,0.241,0.234,0.231,0.222,0.228,0.233,2637,2728,2781,4221,4222,4389,9706,10501,9568,14069,15055,15994,19474,20137,21315,24333,24317,24043,26471,25952,26235,34365,36159,36625,39648,38470,38013,27864,27682,28920,26009,25289,24691,24880,25639,25717
495,0.427,0.443,0.439,0.443,0.426,0.466,0.449,0.458,0.437,0.423,0.429,0.436,0.456,0.451,0.448,0.464,0.459,0.457,0.45,0.409,0.436,0.388,0.382,0.408,0.364,0.366,0.378,0.288,0.285,0.298,0.25,0.239,0.238,0.224,0.23,0.235,2658,2747,2802,4254,4257,4431,9810,10632,9671,14179,15176,16162,19682,20303,21493,24629,24660,24298,26739,26186,26428,34561,36361,36864,41148,40326,39948,29519,29214,30819,26878,25959,25572,25441,26261,26135
510,0.429,0.446,0.442,0.446,0.427,0.469,0.452,0.46,0.439,0.424,0.432,0.437,0.457,0.452,0.45,0.465,0.459,0.457,0.452,0.41,0.437,0.388,0.384,0.412,0.365,0.366,0.379,0.312,0.3,0.313,0.261,0.246,0.247,0.226,0.233,0.238,2672,2757,2823,4289,4291,4472,9904,10727,9754,14274,15346,16326,19915,20471,21685,24875,24949,24584,27055,26469,26666,34787,36476,37062,42260,41720,41300,31913,31794,32539,27743,26593,26437,25880,26823,26687
525,0.431,0.449,0.444,0.449,0.43,0.471,0.455,0.461,0.44,0.426,0.435,0.439,0.458,0.454,0.452,0.467,0.46,0.459,0.453,0.411,0.437,0.387,0.386,0.416,0.369,0.363,0.379,0.324,0.322,0.328,0.273,0.254,0.26,0.229,0.237,0.241,2685,2784,2841,4341,4320,4524,10005,10885,9875,14424,15500,16521,20106,20677,21901,25162,25283,24902,27353,26747,26930,35006,36648,37277,42936,42668,42173,33039,32997,34504,28558,27009,27301,26413,27403,27158
540,0.433,0.452,0.447,0.452,0.431,0.474,0.457,0.464,0.442,0.428,0.437,0.441,0.46,0.456,0.454,0.468,0.46,0.46,0.454,0.412,0.439,0.387,0.388,0.417,0.376,0.365,0.377,0.337,0.331,0.343,0.284,0.265,0.271,0.232,0.241,0.246,2705,2804,2864,4380,4355,4570,10112,11027,9989,14565,15637,16678,20299,20839,22063,25487,25602,25166,27615,26968,27138,35281,36865,37455,43546,43467,42899,35308,34854,36502,29523,27596,28113,27082,27899,27546
555,0.435,0.455,0.45,0.455,0.434,0.477,0.461,0.467,0.444,0.43,0.439,0.443,0.462,0.458,0.456,0.47,0.461,0.461,0.456,0.414,0.439,0.386,0.391,0.418,0.376,0.373,0.383,0.347,0.344,0.354,0.296,0.274,0.284,0.236,0.247,0.252,2724,2822,2877,4428,4406,4613,10222,11186,10127,14700,15815,16882,20524,21067,22291,25796,25948,25438,27972,27309,27441,35545,37107,37600,43824,44126,43595,37083,37013,38244,30583,28040,29123,27472,28311,27914
570,0.436,0.458,0.454,0.459,0.436,0.48,0.464,0.469,0.447,0.431,0.441,0.445,0.464,0.459,0.458,0.472,0.463,0.463,0.457,0.415,0.441,0.387,0.392,0.42,0.376,0.374,0.391,0.356,0.351,0.361,0.308,0.283,0.297,0.24,0.253,0.258,2736,2846,2894,4479,4443,4671,10318,11357,10240,14810,15973,17103,20756,21258,22519,26167,26302,25772,28328,27608,27751,35767,37322,37711,43937,44313,44172,38506,37799,39586,31534,28476,30072,27850,28740,28192
585,0.439,0.461,0.457,0.462,0.438,0.482,0.466,0.472,0.449,0.432,0.443,0.448,0.466,0.462,0.461,0.474,0.464,0.464,0.458,0.418,0.442,0.387,0.394,0.421,0.376,0.372,0.393,0.359,0.361,0.362,0.324,0.294,0.312,0.246,0.26,0.267,2752,2860,2918,4524,4484,4729,10442,11531,10413,14926,16126,17299,20946,21446,22734,26587,26759,26158,28682,27903,27999,36114,37546,37926,43958,44443,44510,39597,38129,40559,32642,29211,31115,28101,29040,28666
